198.066,-0.635
198.122,-0.961
198.177,-1.149
198.233,-1.017
198.288,-0.889
198.344,-0.884
198.399,-0.821
198.455,-0.888
198.511,-0.782
198.566,-0.959
198.622,-0.914
198.677,-1.234
198.733,-0.954
198.788,-0.806
198.844,-0.667
198.899,-0.882
198.955,-0.818
199.01,-0.742
199.066,-0.769
199.121,-0.555
199.177,-1.06
199.232,-1.166
199.288,-0.965
199.343,-0.702
199.399,-0.68
199.454,-0.191
199.51,-0.363
199.565,-0.623
199.621,-0.842
199.676,-0.798
199.732,-0.535
199.787,-0.754
199.842,-0.524
199.898,-0.327
199.953,-0.447
200.009,-0.38
200.064,-0.532
200.12,-0.591
200.175,-0.348
200.23,-0.486
200.286,-0.627
200.341,-0.708
200.397,-0.298
200.452,-0.093
200.507,-0.281
200.563,-0.582
200.618,-0.524
200.674,-0.658
200.729,-0.536
200.784,-0.494
200.84,-0.696
200.895,-0.478
200.95,-0.393
201.006,-0.344
201.061,-0.327
201.117,-0.433
201.172,-0.633
201.227,-0.572
201.283,-0.376
201.338,-0.479
201.393,-0.382
201.449,-0.505
201.504,-0.601
201.559,-0.46
201.614,-0.47
201.67,-0.376
201.725,-0.359
201.78,-0.449
201.836,-0.563
201.891,-0.213
201.946,-0.065
202.002,-0.046
202.057,-0.278
202.112,-0.105
202.167,-0.528
202.223,-0.508
202.278,-0.596
202.333,-0.817
202.388,-0.745
202.444,-0.473
202.499,-0.311
202.554,-0.479
202.609,-0.505
202.665,-0.202
202.72,-0.247
202.775,-0.06
202.83,-0.417
202.885,-0.523
202.941,-0.531
202.996,-0.486
203.051,-0.243
203.106,-0.533
203.161,-0.352
203.217,-0.461
203.272,-0.401
203.327,-0.384
203.382,-0.555
203.437,-0.687
203.492,-0.255
203.548,-0.16
203.603,-0.223
203.658,-0.478
203.713,-0.224
203.768,-0.105
203.823,-0.103
203.879,-0.087
203.934,-0.233
203.989,-0.516
204.044,-0.651
204.099,-0.446
204.154,-0.613
204.209,-0.417
204.264,-0.086
204.319,-0.08
204.375,-0.25
204.43,-0.297
204.485,-0.464
204.54,-0.504
204.595,-0.19
204.65,-0.354
204.705,-0.266
204.76,-0.285
204.815,-0.441
204.87,-0.311
204.925,-0.291
204.98,-0.355
205.035,-0.265
205.09,-0.123
205.145,-0.029
205.2,0.198
205.255,-0.01
205.31,-0.291
205.366,-0.279
205.421,-0.357
205.476,-0.285
205.531,-0.177
205.586,-0.128
205.641,-0.196
205.696,-0.223
205.751,-0.252
205.806,-0.051
205.86,-0.312
205.915,-0.06
205.97,0.092
206.025,-0.166
206.08,-0.188
206.135,0.083
206.19,0.182
206.245,0.158
206.3,-0.181
206.355,-0.303
206.41,-0.174
206.465,-0.174
206.52,-0.172
206.575,-0.229
206.63,-0.282
206.685,-0.434
206.74,-0.291
206.794,-0.23
206.849,-0.479
206.904,-0.472
206.959,-0.191
207.014,-0.146
207.069,-0.048
207.124,-0.222
207.179,-0.014
207.234,-0.001
207.288,-0.16
207.343,-0.112
207.398,0.019
207.453,-0.007
207.508,0.074
207.563,-0.249
207.618,-0.216
207.672,-0.268
